FIPS,State,"County, State",Year,Overall Food Insecurity Rate (1 Year),# of Food Insecure Persons Overall (1 Year),Food Insecurity Rate among Black Persons (all ethnicities),Food Insecurity Rate among Hispanic Persons (any race),"Food Insecurity Rate among White, non-Hispanic Persons ",Low Threshold in state,Low Threshold Type,High Threshold in state,High Threshold Type,% FI ≤ Low Threshold,% FI Btwn Thresholds,% FI > High Threshold,Child Food Insecurity Rate (1 Year),# of Food Insecure Children (1 Year),% food insecure children in HH w/ HH incomes below 185 FPL,% food insecure children in HH w/ HH incomes above 185 FPL,Cost Per Meal (1 Year),Weighted weekly $ needed by FI,Weighted Annual Food Budget Shortfall
45009,SC,"Bamberg County, South Carolina",2019,13.30%,"1,910",18%,,10%,130%,SNAP,185%,Other Nutrition Program,74.70%,25.30%,0.00%,26.00%,750,48%,52%,$3.03 ,$17.07 ,"$989,000.00 "
45011,SC,"Barnwell County, South Carolina",2019,16.50%,"3,520",22%,12%,13%,130%,SNAP,185%,Other Nutrition Program,71.10%,0.50%,28.40%,27.30%,"1,410",52%,48%,$2.80 ,$15.77 ,"$1,683,000.00 "
45013,SC,"Beaufort County, South Carolina",2019,8.10%,"15,060",18%,12%,7%,130%,SNAP,185%,Other Nutrition Program,49.10%,21.50%,29.40%,11.20%,"3,960",86%,14%,$3.71 ,$20.88 ,"$9,540,000.00 "
45015,SC,"Berkeley County, South Carolina",2019,8.70%,"18,790",14%,12%,8%,130%,SNAP,185%,Other Nutrition Program,54.00%,17.30%,28.70%,11.30%,"5,810",77%,23%,$3.28 ,$18.50 ,"$10,543,000.00 "
45017,SC,"Calhoun County, South Carolina",2019,12.00%,"1,760",18%,,9%,130%,SNAP,185%,Other Nutrition Program,59.40%,40.60%,0.00%,18.70%,530,39%,61%,$3.07 ,$17.28 ,"$923,000.00 "
45019,SC,"Charleston County, South Carolina",2019,9.20%,"36,890",19%,14%,7%,130%,SNAP,185%,Other Nutrition Program,54.40%,8.10%,37.50%,11.10%,"8,800",62%,38%,$3.62 ,$20.41 ,"$22,834,000.00 "
45021,SC,"Cherokee County, South Carolina",2019,12.70%,"7,250",21%,16%,11%,130%,SNAP,185%,Other Nutrition Program,64.40%,17.50%,18.10%,16.10%,"2,140",80%,20%,$2.67 ,$15.03 ,"$3,304,000.00 "
45023,SC,"Chester County, South Carolina",2019,12.20%,"3,940",19%,4%,10%,130%,SNAP,185%,Other Nutrition Program,66.70%,14.00%,19.30%,18.50%,"1,340",68%,32%,$2.87 ,$16.16 ,"$1,932,000.00 "
45025,SC,"Chesterfield County, South Carolina",2019,12.30%,"5,650",22%,17%,11%,130%,SNAP,185%,Other Nutrition Program,68.30%,7.60%,24.10%,19.10%,"1,950",66%,34%,$2.80 ,$15.80 ,"$2,707,000.00 "
45027,SC,"Clarendon County, South Carolina",2019,13.70%,"4,660",24%,17%,10%,130%,SNAP,185%,Other Nutrition Program,69.80%,2.50%,27.70%,23.40%,"1,550",49%,51%,$2.83 ,$15.94 ,"$2,253,000.00 "
45029,SC,"Colleton County, South Carolina",2019,11.50%,"4,310",19%,,11%,130%,SNAP,185%,Other Nutrition Program,70.00%,8.60%,21.50%,20.00%,"1,690",63%,37%,$3.01 ,$16.96 ,"$2,217,000.00 "
45031,SC,"Darlington County, South Carolina",2019,12.40%,"8,310",21%,17%,11%,130%,SNAP,185%,Other Nutrition Program,67.30%,11.90%,20.80%,18.80%,"2,830",60%,40%,$2.93 ,$16.53 ,"$4,166,000.00 "
45033,SC,"Dillon County, South Carolina",2019,17.00%,"5,220",23%,23%,14%,130%,SNAP,185%,Other Nutrition Program,77.80%,0.60%,21.60%,25.30%,"1,980",51%,49%,$2.82 ,$15.91 ,"$2,520,000.00 "
45035,SC,"Dorchester County, South Carolina",2019,8.70%,"13,820",13%,13%,8%,130%,SNAP,185%,Other Nutrition Program,51.00%,11.60%,37.30%,11.00%,"4,330",63%,38%,$3.31 ,$18.65 ,"$7,818,000.00 "
45037,SC,"Edgefield County, South Carolina",2019,10.20%,"2,740",20%,,8%,130%,SNAP,185%,Other Nutrition Program,57.50%,13.60%,28.90%,15.30%,750,70%,30%,$3.04 ,$17.12 ,"$1,423,000.00 "
45039,SC,"Fairfield County, South Carolina",2019,11.30%,"2,550",17%,,11%,130%,SNAP,185%,Other Nutrition Program,73.60%,26.40%,0.00%,21.00%,920,48%,52%,$3.18 ,$17.94 ,"$1,387,000.00 "
45041,SC,"Florence County, South Carolina",2019,10.80%,"15,000",19%,16%,9%,130%,SNAP,185%,Other Nutrition Program,66.80%,3.50%,29.70%,16.20%,"5,350",52%,48%,$2.77 ,$15.62 ,"$7,106,000.00 "
45043,SC,"Georgetown County, South Carolina",2019,11.10%,"6,900",18%,,9%,130%,SNAP,185%,Other Nutrition Program,62.20%,10.70%,27.10%,19.10%,"2,220",63%,37%,$3.45 ,$19.43 ,"$4,066,000.00 "
45045,SC,"Greenville County, South Carolina",2019,9.00%,"45,610",17%,13%,8%,130%,SNAP,185%,Other Nutrition Program,51.20%,16.90%,31.90%,9.40%,"11,030",81%,19%,$3.17 ,$17.87 ,"$24,727,000.00 "
45047,SC,"Greenwood County, South Carolina",2019,12.30%,"8,630",23%,19%,10%,130%,SNAP,185%,Other Nutrition Program,68.30%,6.40%,25.30%,19.30%,"3,120",66%,34%,$2.85 ,$16.06 ,"$4,203,000.00 "
45049,SC,"Hampton County, South Carolina",2019,10.00%,"1,970",20%,,11%,130%,SNAP,185%,Other Nutrition Program,77.10%,22.90%,0.00%,18.80%,800,59%,41%,$3.49 ,$19.65 ,"$1,174,000.00 "
45051,SC,"Horry County, South Carolina",2019,11.70%,"38,990",21%,16%,10%,130%,SNAP,185%,Other Nutrition Program,55.20%,17.10%,27.70%,16.30%,"9,940",77%,23%,$3.07 ,$17.30 ,"$20,466,000.00 "
45053,SC,"Jasper County, South Carolina",2019,9.60%,"2,760",17%,16%,9%,130%,SNAP,185%,Other Nutrition Program,76.90%,9.30%,13.80%,16.90%,"1,010",64%,36%,$3.45 ,$19.42 ,"$1,626,000.00 "
45055,SC,"Kershaw County, South Carolina",2019,9.90%,"6,470",16%,12%,9%,130%,SNAP,185%,Other Nutrition Program,53.70%,17.00%,29.20%,13.20%,"2,020",63%,37%,$3.05 ,$17.20 ,"$3,375,000.00 "
45057,SC,"Lancaster County, South Carolina",2019,9.10%,"8,440",18%,6%,8%,130%,SNAP,185%,Other Nutrition Program,51.60%,13.80%,34.60%,11.90%,"2,390",66%,34%,$2.97 ,$16.74 ,"$4,285,000.00 "
45059,SC,"Laurens County, South Carolina",2019,13.40%,"8,950",19%,16%,13%,130%,SNAP,185%,Other Nutrition Program,62.60%,11.60%,25.80%,18.30%,"2,700",73%,27%,$2.57 ,$14.47 ,"$3,929,000.00 "
45061,SC,"Lee County, South Carolina",2019,12.50%,"2,180",20%,,9%,130%,SNAP,185%,Other Nutrition Program,75.20%,0.60%,24.20%,25.00%,850,41%,60%,$2.85 ,$16.04 ,"$1,060,000.00 "
45063,SC,"Lexington County, South Carolina",2019,9.10%,"26,520",16%,14%,8%,130%,SNAP,185%,Other Nutrition Program,52.20%,17.20%,30.60%,10.80%,"7,310",79%,21%,$3.02 ,$17.01 ,"$13,682,000.00 "
45065,SC,"McCormick County, South Carolina",2019,10.50%,"1,000",17%,,9%,130%,SNAP,185%,Other Nutrition Program,54.80%,11.80%,33.30%,22.90%,270,53%,47%,$2.97 ,$16.75 ,"$508,000.00 "
45067,SC,"Marion County, South Carolina",2019,12.70%,"3,960",20%,,11%,130%,SNAP,185%,Other Nutrition Program,78.50%,4.20%,17.20%,20.90%,"1,510",52%,48%,$2.77 ,$15.63 ,"$1,877,000.00 "
45069,SC,"Marlboro County, South Carolina",2019,15.50%,"4,140",21%,36%,15%,130%,SNAP,185%,Other Nutrition Program,71.70%,28.30%,0.00%,24.70%,"1,360",63%,38%,$2.70 ,$15.23 ,"$1,912,000.00 "
45071,SC,"Newberry County, South Carolina",2019,10.40%,"3,990",20%,16%,9%,130%,SNAP,185%,Other Nutrition Program,65.70%,10.80%,23.40%,15.40%,"1,280",67%,33%,$2.77 ,$15.63 ,"$1,891,000.00 "
45073,SC,"Oconee County, South Carolina",2019,12.90%,"9,990",18%,18%,12%,130%,SNAP,185%,Other Nutrition Program,57.60%,15.20%,27.20%,15.90%,"2,480",85%,15%,$2.67 ,$15.07 ,"$4,565,000.00 "
45075,SC,"Orangeburg County, South Carolina",2019,12.40%,"10,880",20%,22%,10%,130%,SNAP,185%,Other Nutrition Program,72.60%,27.40%,0.00%,23.10%,"4,480",48%,52%,$2.63 ,$14.83 ,"$4,893,000.00 "
45077,SC,"Pickens County, South Carolina",2019,11.20%,"13,840",19%,11%,11%,130%,SNAP,185%,Other Nutrition Program,58.10%,20.90%,21.00%,10.10%,"2,400",98%,2%,$3.03 ,$17.08 ,"$7,169,000.00 "
45079,SC,"Richland County, South Carolina",2019,9.40%,"38,620",17%,16%,8%,130%,SNAP,185%,Other Nutrition Program,63.90%,2.90%,33.10%,14.00%,"12,440",47%,53%,$3.23 ,$18.22 ,"$21,343,000.00 "
45081,SC,"Saluda County, South Carolina",2019,9.20%,"1,860",18%,12%,9%,130%,SNAP,185%,Other Nutrition Program,77.70%,22.30%,0.00%,13.10%,580,100%,0%,$3.12 ,$17.61 ,"$994,000.00 "
45083,SC,"Spartanburg County, South Carolina",2019,10.10%,"31,090",18%,14%,9%,130%,SNAP,185%,Other Nutrition Program,56.00%,18.90%,25.20%,12.80%,"9,200",77%,23%,$2.87 ,$16.15 ,"$15,232,000.00 "
45085,SC,"Sumter County, South Carolina",2019,11.60%,"12,380",21%,11%,10%,130%,SNAP,185%,Other Nutrition Program,66.50%,11.00%,22.60%,18.50%,"4,790",59%,41%,$2.86 ,$16.13 ,"$6,057,000.00 "
45087,SC,"Union County, South Carolina",2019,13.80%,"3,790",18%,,13%,130%,SNAP,185%,Other Nutrition Program,64.20%,14.70%,21.10%,21.60%,"1,270",69%,31%,$2.89 ,$16.29 ,"$1,873,000.00 "
45089,SC,"Williamsburg County, South Carolina",2019,13.50%,"4,240",19%,10%,11%,130%,SNAP,185%,Other Nutrition Program,71.10%,0.10%,28.80%,23.00%,"1,530",46%,54%,$3.05 ,$17.18 ,"$2,210,000.00 "
45091,SC,"York County, South Carolina",2019,7.90%,"21,120",16%,10%,7%,130%,SNAP,185%,Other Nutrition Program,49.30%,14.60%,36.20%,8.70%,"5,660",73%,27%,$3.19 ,$17.98 ,"$11,519,000.00 "
46003,SD,"Aurora County, South Dakota",2019,7.20%,200,,,7%,130%,SNAP,185%,Other Nutrition Program,31.30%,23.70%,45.00%,11.50%,90,44%,56%,$3.24 ,$18.28 ,"$111,000.00 "
46005,SD,"Beadle County, South Dakota",2019,11.20%,"2,060",,,10%,130%,SNAP,185%,Other Nutrition Program,57.20%,8.60%,34.20%,18.20%,900,65%,35%,$3.22 ,$18.15 ,"$1,134,000.00 "
46007,SD,"Bennett County, South Dakota",2019,20.30%,700,,,,130%,SNAP,185%,Other Nutrition Program,66.40%,8.90%,24.60%,28.90%,350,94%,6%,$3.20 ,$18.01 ,"$382,000.00 "
46009,SD,"Bon Homme County, South Dakota",2019,9.80%,680,,,8%,130%,SNAP,185%,Other Nutrition Program,42.10%,13.40%,44.50%,15.70%,210,78%,22%,$3.25 ,$18.34 ,"$378,000.00 "
46011,SD,"Brookings County, South Dakota",2019,9.50%,"3,290",,14%,10%,130%,SNAP,185%,Other Nutrition Program,53.70%,10.20%,36.00%,12.80%,900,54%,46%,$3.45 ,$19.45 ,"$1,941,000.00 "
46013,SD,"Brown County, South Dakota",2019,9.40%,"3,650",,12%,8%,130%,SNAP,185%,Other Nutrition Program,42.00%,16.70%,41.20%,13.70%,"1,250",56%,44%,$3.33 ,$18.76 ,"$2,077,000.00 "
46015,SD,"Brule County, South Dakota",2019,11.50%,610,,,9%,130%,SNAP,185%,Other Nutrition Program,45.70%,21.10%,33.20%,17.50%,230,66%,34%,$3.39 ,$19.11 ,"$354,000.00 "
46017,SD,"Buffalo County, South Dakota",2019,23.50%,480,,,,130%,SNAP,185%,Other Nutrition Program,75.10%,13.20%,11.70%,29.60%,230,97%,3%,$3.41 ,$19.20 ,"$280,000.00 "
46019,SD,"Butte County, South Dakota",2019,10.60%,"1,080",,,10%,130%,SNAP,185%,Other Nutrition Program,55.10%,27.50%,17.40%,15.00%,380,92%,8%,$3.33 ,$18.78 ,"$615,000.00 "
46021,SD,"Campbell County, South Dakota",2019,7.00%,100,,,6%,130%,SNAP,185%,Other Nutrition Program,35.50%,22.40%,42.10%,17.70%,60,23%,77%,$3.28 ,$18.47 ,"$56,000.00 "
46023,SD,"Charles Mix County, South Dakota",2019,13.00%,"1,210",,,8%,130%,SNAP,185%,Other Nutrition Program,59.70%,23.70%,16.60%,19.90%,550,97%,3%,$3.27 ,$18.45 ,"$677,000.00 "
46025,SD,"Clark County, South Dakota",2019,9.50%,350,,,8%,130%,SNAP,185%,Other Nutrition Program,59.40%,24.20%,16.30%,14.40%,140,100%,0%,$3.26 ,$18.36 ,"$195,000.00 "
46027,SD,"Clay County, South Dakota",2019,11.80%,"1,640",,,13%,130%,SNAP,185%,Other Nutrition Program,60.40%,10.40%,29.20%,16.00%,380,63%,37%,$3.17 ,$17.86 ,"$888,000.00 "
46029,SD,"Codington County, South Dakota",2019,10.70%,"3,010",,17%,9%,130%,SNAP,185%,Other Nutrition Program,52.70%,13.40%,33.90%,15.90%,"1,060",69%,31%,$3.28 ,$18.50 ,"$1,689,000.00 "
46031,SD,"Corson County, South Dakota",2019,23.50%,980,,,7%,130%,SNAP,185%,Other Nutrition Program,76.90%,23.10%,0.00%,33.20%,500,90%,10%,$3.17 ,$17.85 ,"$530,000.00 "
46033,SD,"Custer County, South Dakota",2019,11.20%,980,,,9%,130%,SNAP,185%,Other Nutrition Program,46.90%,16.70%,36.40%,22.30%,310,61%,39%,$3.29 ,$18.54 ,"$551,000.00 "
46035,SD,"Davison County, South Dakota",2019,11.40%,"2,260",,,11%,130%,SNAP,185%,Other Nutrition Program,48.10%,16.00%,35.90%,17.50%,770,68%,32%,$3.24 ,$18.28 ,"$1,253,000.00 "
46037,SD,"Day County, South Dakota",2019,11.90%,650,,,9%,130%,SNAP,185%,Other Nutrition Program,51.60%,16.70%,31.70%,19.60%,240,80%,21%,$3.31 ,$18.68 ,"$368,000.00 "
46039,SD,"Deuel County, South Dakota",2019,9.20%,400,,,7%,130%,SNAP,185%,Other Nutrition Program,37.90%,18.90%,43.20%,15.30%,160,67%,33%,$3.21 ,$18.12 ,"$220,000.00 "
46041,SD,"Dewey County, South Dakota",2019,19.70%,"1,150",,,7%,130%,SNAP,185%,Other Nutrition Program,69.30%,10.70%,20.00%,28.60%,620,99%,1%,$3.19 ,$17.98 ,"$627,000.00 "
46043,SD,"Douglas County, South Dakota",2019,8.00%,230,,,7%,130%,SNAP,185%,Other Nutrition Program,33.50%,32.50%,34.00%,11.20%,80,62%,38%,$3.33 ,$18.79 ,"$131,000.00 "
46045,SD,"Edmunds County, South Dakota",2019,6.40%,250,,,6%,130%,SNAP,185%,Other Nutrition Program,38.10%,22.00%,39.90%,10.10%,100,59%,41%,$3.32 ,$18.70 ,"$142,000.00 "
46047,SD,"Fall River County, South Dakota",2019,13.10%,880,,,10%,130%,SNAP,185%,Other Nutrition Program,57.40%,11.40%,31.20%,22.10%,260,81%,19%,$3.27 ,$18.41 ,"$491,000.00 "
46049,SD,"Faulk County, South Dakota",2019,10.80%,250,,,8%,130%,SNAP,185%,Other Nutrition Program,46.50%,6.40%,47.10%,13.20%,70,44%,56%,$3.34 ,$18.84 ,"$143,000.00 "
46051,SD,"Grant County, South Dakota",2019,8.80%,630,,,7%,130%,SNAP,185%,Other Nutrition Program,36.90%,19.60%,43.50%,14.00%,220,46%,54%,$3.31 ,$18.64 ,"$356,000.00 "
46053,SD,"Gregory County, South Dakota",2019,11.40%,480,,,9%,130%,SNAP,185%,Other Nutrition Program,54.60%,25.00%,20.40%,17.30%,170,89%,11%,$3.38 ,$19.05 ,"$277,000.00 "
46055,SD,"Haakon County, South Dakota",2019,10.10%,200,,,9%,130%,SNAP,185%,Other Nutrition Program,67.50%,32.50%,0.00%,18.10%,100,100%,0%,$3.27 ,$18.41 ,"$112,000.00 "
46057,SD,"Hamlin County, South Dakota",2019,6.30%,380,,,6%,130%,SNAP,185%,Other Nutrition Program,35.70%,38.50%,25.90%,11.50%,220,82%,18%,$3.36 ,$18.93 ,"$218,000.00 "
46059,SD,"Hand County, South Dakota",2019,9.60%,310,,,,130%,SNAP,185%,Other Nutrition Program,34.10%,24.20%,41.70%,13.10%,90,59%,41%,$3.23 ,$18.19 ,"$171,000.00 "
46061,SD,"Hanson County, South Dakota",2019,8.30%,280,,,7%,130%,SNAP,185%,Other Nutrition Program,34.50%,24.10%,41.50%,13.90%,150,70%,30%,$3.32 ,$18.70 ,"$159,000.00 "
46063,SD,"Harding County, South Dakota",2019,8.40%,110,,,7%,130%,SNAP,185%,Other Nutrition Program,38.80%,23.30%,38.00%,10.70%,30,69%,31%,$3.48 ,$19.63 ,"$66,000.00 "
46065,SD,"Hughes County, South Dakota",2019,9.80%,"1,730",,17%,7%,130%,SNAP,185%,Other Nutrition Program,43.40%,3.80%,52.80%,15.90%,650,59%,41%,$3.21 ,$18.07 ,"$948,000.00 "
46067,SD,"Hutchinson County, South Dakota",2019,9.70%,710,,,9%,130%,SNAP,185%,Other Nutrition Program,41.10%,16.30%,42.70%,14.20%,260,56%,44%,$3.27 ,$18.44 ,"$397,000.00 "
46069,SD,"Hyde County, South Dakota",2019,9.20%,120,,,8%,130%,SNAP,185%,Other Nutrition Program,35.20%,18.10%,46.70%,14.60%,40,60%,40%,$3.18 ,$17.92 ,"$65,000.00 "
46071,SD,"Jackson County, South Dakota",2019,23.40%,770,,,11%,130%,SNAP,185%,Other Nutrition Program,69.90%,0.50%,29.60%,33.90%,350,83%,17%,$3.27 ,$18.46 ,"$431,000.00 "
46073,SD,"Jerauld County, South Dakota",2019,8.90%,180,,,8%,130%,SNAP,185%,Other Nutrition Program,28.60%,25.20%,46.20%,11.80%,50,62%,38%,$3.22 ,$18.14 ,"$99,000.00 "
46075,SD,"Jones County, South Dakota",2019,9.80%,80,,,8%,130%,SNAP,185%,Other Nutrition Program,41.00%,37.20%,21.80%,15.10%,20,100%,0%,$3.20 ,$18.05 ,"$44,000.00 "
46077,SD,"Kingsbury County, South Dakota",2019,8.20%,410,,,7%,130%,SNAP,185%,Other Nutrition Program,39.50%,9.20%,51.30%,12.40%,140,45%,55%,$3.32 ,$18.70 ,"$233,000.00 "
46079,SD,"Lake County, South Dakota",2019,10.30%,"1,310",,,9%,130%,SNAP,185%,Other Nutrition Program,44.90%,10.40%,44.70%,16.30%,430,57%,43%,$3.19 ,$18.00 ,"$715,000.00 "
46081,SD,"Lawrence County, South Dakota",2019,11.10%,"2,840",,12%,10%,130%,SNAP,185%,Other Nutrition Program,48.70%,17.60%,33.80%,15.80%,710,63%,37%,$3.46 ,$19.51 ,"$1,680,000.00 "
46083,SD,"Lincoln County, South Dakota",2019,5.90%,"3,320",,6%,6%,130%,SNAP,185%,Other Nutrition Program,28.40%,16.40%,55.20%,9.40%,"1,500",42%,59%,$3.17 ,$17.85 ,"$1,798,000.00 "
46085,SD,"Lyman County, South Dakota",2019,14.40%,550,,,7%,130%,SNAP,185%,Other Nutrition Program,60.90%,15.30%,23.80%,22.20%,250,89%,11%,$3.22 ,$18.17 ,"$303,000.00 "
46087,SD,"McCook County, South Dakota",2019,8.70%,480,,,8%,130%,SNAP,185%,Other Nutrition Program,42.60%,16.70%,40.70%,12.80%,190,72%,28%,$3.17 ,$17.88 ,"$260,000.00 "
46089,SD,"McPherson County, South Dakota",2019,11.50%,260,,,10%,130%,SNAP,185%,Other Nutrition Program,46.10%,16.60%,37.30%,17.60%,90,52%,48%,$3.32 ,$18.71 ,"$148,000.00 "
46091,SD,"Marshall County, South Dakota",2019,8.70%,420,,,7%,130%,SNAP,185%,Other Nutrition Program,44.30%,21.80%,33.90%,12.90%,170,88%,12%,$3.34 ,$18.81 ,"$240,000.00 "
46093,SD,"Meade County, South Dakota",2019,8.30%,"2,310",,8%,7%,130%,SNAP,185%,Other Nutrition Program,48.40%,23.70%,27.80%,13.00%,840,70%,30%,$3.09 ,$17.39 ,"$1,219,000.00 "
46095,SD,"Mellette County, South Dakota",2019,25.00%,510,,,11%,130%,SNAP,185%,Other Nutrition Program,65.80%,34.20%,0.00%,34.00%,220,76%,24%,$3.40 ,$19.17 ,"$296,000.00 "
46097,SD,"Miner County, South Dakota",2019,8.50%,190,,,8%,130%,SNAP,185%,Other Nutrition Program,37.40%,34.60%,28.00%,13.30%,70,73%,27%,$3.33 ,$18.76 ,"$108,000.00 "
46099,SD,"Minnehaha County, South Dakota",2019,9.00%,"16,960",,10%,8%,130%,SNAP,185%,Other Nutrition Program,45.20%,15.90%,38.90%,13.80%,"6,600",66%,34%,$3.16 ,$17.79 ,"$9,151,000.00 "
46101,SD,"Moody County, South Dakota",2019,10.10%,660,,,8%,130%,SNAP,185%,Other Nutrition Program,44.30%,13.30%,42.40%,15.40%,260,67%,33%,$3.19 ,$18.01 ,"$360,000.00 "
46102,SD,"Oglala Lakota County, South Dakota",2019,27.70%,"3,970",,17%,15%,130%,SNAP,185%,Other Nutrition Program,84.70%,2.40%,12.80%,35.70%,"1,900",100%,0%,$3.12 ,$17.60 ,"$2,119,000.00 "
46103,SD,"Pennington County, South Dakota",2019,11.00%,"12,140",,15%,9%,130%,SNAP,185%,Other Nutrition Program,51.40%,12.70%,36.00%,18.10%,"4,650",71%,29%,$3.28 ,$18.47 ,"$6,803,000.00 "
46105,SD,"Perkins County, South Dakota",2019,9.60%,280,,,9%,130%,SNAP,185%,Other Nutrition Program,49.80%,24.60%,25.70%,12.90%,80,95%,5%,$3.51 ,$19.81 ,"$168,000.00 "
46107,SD,"Potter County, South Dakota",2019,8.20%,190,,,6%,130%,SNAP,185%,Other Nutrition Program,41.00%,22.50%,36.60%,15.20%,80,74%,27%,$3.19 ,$17.97 ,"$104,000.00 "
46109,SD,"Roberts County, South Dakota",2019,13.40%,"1,370",,,7%,130%,SNAP,185%,Other Nutrition Program,64.20%,12.70%,23.10%,23.00%,640,90%,10%,$3.34 ,$18.84 ,"$783,000.00 "
46111,SD,"Sanborn County, South Dakota",2019,9.00%,210,,,8%,130%,SNAP,185%,Other Nutrition Program,40.50%,19.70%,39.80%,15.10%,90,70%,30%,$3.21 ,$18.12 ,"$115,000.00 "
46115,SD,"Spink County, South Dakota",2019,9.20%,600,,,9%,130%,SNAP,185%,Other Nutrition Program,42.80%,16.70%,40.50%,15.60%,250,68%,32%,$3.27 ,$18.42 ,"$335,000.00 "
46117,SD,"Stanley County, South Dakota",2019,6.70%,200,,,6%,130%,SNAP,185%,Other Nutrition Program,29.00%,21.50%,49.50%,10.30%,70,48%,52%,$3.21 ,$18.08 ,"$110,000.00 "
46119,SD,"Sully County, South Dakota",2019,7.00%,90,,,6%,130%,SNAP,185%,Other Nutrition Program,43.20%,18.00%,38.80%,11.70%,30,58%,42%,$3.15 ,$17.78 ,"$49,000.00 "
46121,SD,"Todd County, South Dakota",2019,27.50%,"2,810",,,8%,130%,SNAP,185%,Other Nutrition Program,77.90%,22.10%,0.00%,34.40%,"1,460",93%,7%,$3.40 ,$19.14 ,"$1,632,000.00 "
46123,SD,"Tripp County, South Dakota",2019,11.60%,630,,,7%,130%,SNAP,185%,Other Nutrition Program,62.20%,7.60%,30.20%,20.40%,260,84%,16%,$3.34 ,$18.81 ,"$359,000.00 "
46125,SD,"Turner County, South Dakota",2019,9.50%,790,,,8%,130%,SNAP,185%,Other Nutrition Program,45.10%,17.70%,37.10%,14.40%,290,66%,34%,$3.17 ,$17.87 ,"$428,000.00 "
46127,SD,"Union County, South Dakota",2019,8.70%,"1,340",,,8%,130%,SNAP,185%,Other Nutrition Program,39.20%,17.50%,43.30%,13.80%,510,61%,39%,$3.17 ,$17.87 ,"$726,000.00 "
46129,SD,"Walworth County, South Dakota",2019,10.90%,590,,,8%,130%,SNAP,185%,Other Nutrition Program,39.70%,20.40%,39.90%,15.70%,200,41%,59%,$3.30 ,$18.62 ,"$333,000.00 "
46135,SD,"Yankton County, South Dakota",2019,10.60%,"2,400",,16%,10%,130%,SNAP,185%,Other Nutrition Program,43.20%,19.20%,37.60%,15.30%,730,74%,26%,$3.21 ,$18.08 ,"$1,316,000.00 "
46137,SD,"Ziebach County, South Dakota",2019,22.80%,640,,,8%,130%,SNAP,185%,Other Nutrition Program,74.30%,0.00%,25.60%,32.10%,270,94%,6%,$3.26 ,$18.39 ,"$357,000.00 "
47001,TN,"Anderson County, Tennessee",2019,15.40%,"11,740",19%,21%,15%,130%,SNAP,185%,Other Nutrition Program,53.00%,15.00%,32.00%,16.90%,"2,720",87%,13%,$3.24 ,$18.25 ,"$6,500,000.00 "
47003,TN,"Bedford County, Tennessee",2019,12.90%,"6,240",19%,20%,12%,130%,SNAP,185%,Other Nutrition Program,56.50%,30.90%,12.60%,14.20%,"1,750",100%,0%,$3.07 ,$17.28 ,"$3,271,000.00 "
47005,TN,"Benton County, Tennessee",2019,17.70%,"2,860",,,16%,130%,SNAP,185%,Other Nutrition Program,65.20%,19.20%,15.60%,20.60%,650,91%,9%,$3.05 ,$17.18 ,"$1,490,000.00 "
47007,TN,"Bledsoe County, Tennessee",2019,19.60%,"2,910",,,18%,130%,SNAP,185%,Other Nutrition Program,54.60%,13.40%,32.00%,24.70%,700,76%,24%,$3.33 ,$18.76 ,"$1,656,000.00 "
47009,TN,"Blount County, Tennessee",2019,11.70%,"15,190",18%,22%,11%,130%,SNAP,185%,Other Nutrition Program,46.00%,19.60%,34.40%,12.10%,"3,210",88%,12%,$3.35 ,$18.90 ,"$8,708,000.00 "
47011,TN,"Bradley County, Tennessee",2019,14.50%,"15,360",21%,23%,14%,130%,SNAP,185%,Other Nutrition Program,54.10%,15.80%,30.10%,15.70%,"3,670",84%,16%,$3.32 ,$18.72 ,"$8,724,000.00 "
47013,TN,"Campbell County, Tennessee",2019,19.00%,"7,560",,,18%,130%,SNAP,185%,Other Nutrition Program,61.10%,20.20%,18.70%,22.70%,"1,860",90%,10%,$3.14 ,$17.70 ,"$4,059,000.00 "
47015,TN,"Cannon County, Tennessee",2019,14.00%,"1,980",,,13%,130%,SNAP,185%,Other Nutrition Program,51.00%,16.20%,32.80%,16.60%,500,79%,21%,$3.19 ,$17.97 ,"$1,079,000.00 "
47017,TN,"Carroll County, Tennessee",2019,16.30%,"4,540",26%,,14%,130%,SNAP,185%,Other Nutrition Program,58.40%,15.70%,25.90%,19.90%,"1,180",82%,19%,$3.00 ,$16.88 ,"$2,325,000.00 "
47019,TN,"Carter County, Tennessee",2019,18.00%,"10,130",,25%,16%,130%,SNAP,185%,Other Nutrition Program,62.50%,16.30%,21.20%,21.10%,"2,230",96%,4%,$3.33 ,$18.79 ,"$5,772,000.00 "
47021,TN,"Cheatham County, Tennessee",2019,11.30%,"4,540",19%,19%,10%,130%,SNAP,185%,Other Nutrition Program,43.60%,15.60%,40.70%,9.80%,870,83%,17%,$3.24 ,$18.27 ,"$2,516,000.00 "
47023,TN,"Chester County, Tennessee",2019,12.80%,"2,200",25%,,12%,130%,SNAP,185%,Other Nutrition Program,46.60%,19.80%,33.60%,14.70%,570,83%,17%,$2.97 ,$16.74 ,"$1,117,000.00 "
47025,TN,"Claiborne County, Tennessee",2019,18.20%,"5,790",,,17%,130%,SNAP,185%,Other Nutrition Program,59.10%,18.60%,22.30%,21.60%,"1,300",82%,18%,$3.03 ,$17.07 ,"$2,997,000.00 "
